Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite,Chrome 100.0.4896.127,,,2022-05-04 11:56:34,2022-05-04 11:57:35,1m - 0.555s,FAILED
,,,,,,,
Test Cases/Demo1/Manual Mode Demo,Chrome 100.0.4896.127,,,2022-05-04 11:56:35,2022-05-04 11:57:21,45.839s,FAILED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-04 11:56:35,2022-05-04 11:56:37,2.211s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 100.0.4896.127,,,2022-05-04 11:56:37,2022-05-04 11:56:43,6.340s,PASSED
"setText(findTestObject(""Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 100.0.4896.127,,,2022-05-04 11:56:43,2022-05-04 11:56:44,0.899s,PASSED
"setText(findTestObject(""Page_OrangeHRM/b_Recruitment""), ""admin123"")",Chrome 100.0.4896.127,,,2022-05-04 11:56:44,2022-05-04 11:57:21,36.144s,FAILED
,,,,,,,
Test Cases/Demo1/RecordMode _Demo,Chrome 100.0.4896.127,,,2022-05-04 11:57:21,2022-05-04 11:57:35,14.448s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-04 11:57:21,2022-05-04 11:57:22,1.757s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 100.0.4896.127,,,2022-05-04 11:57:22,2022-05-04 11:57:26,3.737s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:26,2022-05-04 11:57:27,0.762s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 100.0.4896.127,,,2022-05-04 11:57:27,2022-05-04 11:57:28,0.643s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 100.0.4896.127,,,2022-05-04 11:57:28,2022-05-04 11:57:28,0.407s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:28,2022-05-04 11:57:29,0.852s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 100.0.4896.127,,,2022-05-04 11:57:29,2022-05-04 11:57:30,1.051s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:30,2022-05-04 11:57:30,0.342s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicaid""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:30,2022-05-04 11:57:31,0.342s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:31,2022-05-04 11:57:31,0.348s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_14""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:31,2022-05-04 11:57:31,0.460s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Appointment done"")",Chrome 100.0.4896.127,,,2022-05-04 11:57:31,2022-05-04 11:57:32,0.916s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:32,2022-05-04 11:57:33,0.829s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 100.0.4896.127,,,2022-05-04 11:57:33,2022-05-04 11:57:34,0.544s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 100.0.4896.127,,,2022-05-04 11:57:34,2022-05-04 11:57:34,0.638s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-05-04 11:57:34,2022-05-04 11:57:35,0.628s,PASSED
