Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite,Chrome 100.0.4896.127,,,2022-05-01 08:00:48,2022-05-01 08:01:15,26.540s,PASSED
,,,,,,,
Test Cases/Demo1/RecordMode _Demo,Chrome 100.0.4896.127,,,2022-05-01 08:00:48,2022-05-01 08:01:03,14.188s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-01 08:00:49,2022-05-01 08:00:51,1.961s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 100.0.4896.127,,,2022-05-01 08:00:51,2022-05-01 08:00:54,3.446s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:54,2022-05-01 08:00:55,0.731s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 100.0.4896.127,,,2022-05-01 08:00:55,2022-05-01 08:00:56,0.766s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 100.0.4896.127,,,2022-05-01 08:00:56,2022-05-01 08:00:56,0.419s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:56,2022-05-01 08:00:57,0.922s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 100.0.4896.127,,,2022-05-01 08:00:57,2022-05-01 08:00:58,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:58,2022-05-01 08:00:58,0.329s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicaid""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:58,2022-05-01 08:00:59,0.342s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:59,2022-05-01 08:00:59,0.331s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_14""))",Chrome 100.0.4896.127,,,2022-05-01 08:00:59,2022-05-01 08:01:00,0.556s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Appointment done"")",Chrome 100.0.4896.127,,,2022-05-01 08:01:00,2022-05-01 08:01:00,0.859s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 100.0.4896.127,,,2022-05-01 08:01:00,2022-05-01 08:01:01,0.626s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 100.0.4896.127,,,2022-05-01 08:01:01,2022-05-01 08:01:01,0.328s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 100.0.4896.127,,,2022-05-01 08:01:01,2022-05-01 08:01:02,0.608s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-05-01 08:01:02,2022-05-01 08:01:03,0.646s,PASSED
,,,,,,,
Test Cases/Demo1/Script mode,Chrome 100.0.4896.127,,,2022-05-01 08:01:03,2022-05-01 08:01:15,12.138s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-01 08:01:03,2022-05-01 08:01:04,1.072s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 100.0.4896.127,,,2022-05-01 08:01:04,2022-05-01 08:01:08,3.992s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 100.0.4896.127,,,2022-05-01 08:01:08,2022-05-01 08:01:09,0.639s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 100.0.4896.127,,,2022-05-01 08:01:09,2022-05-01 08:01:09,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 100.0.4896.127,,,2022-05-01 08:01:09,2022-05-01 08:01:14,4.701s,PASSED
"verifyTextPresent(""Welcom"", false)",Chrome 100.0.4896.127,,,2022-05-01 08:01:14,2022-05-01 08:01:14,0.547s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-05-01 08:01:14,2022-05-01 08:01:15,0.620s,PASSED
